subjID	choice	RT
1	1	0.618194937981887
1	2	0.461673885350319
1	2	0.47727388535032
1	2	0.52835283271874
1	2	0.749273885350318
1	2	0.503194937981898
1	1	0.522273885350318
1	1	0.64435283271874
1	1	0.672194937981898
1	2	0.441273885350318
1	1	0.465352832718739
1	1	0.438194937981898
1	1	0.521194937981898
1	1	0.471673885350318
1	2	0.867273885350318
1	1	0.57835283271874
1	2	0.539194937981898
1	1	0.496673885350318
1	1	0.585273885350319
1	2	0.72435283271874
1	1	0.602673885350318
1	1	0.603194937981898
1	2	0.600273885350319
1	1	0.622194937981898
1	1	0.477673885350318
1	2	0.523273885350318
1	2	0.636194937981898
1	1	0.560352832718739
1	2	0.617673885350318
1	2	0.543273885350319
1	2	0.919673885350319
1	2	0.57735283271874
1	1	0.603194937981898
1	1	0.50035283271874
1	1	0.549352832718739
1	2	0.60835283271874
1	2	0.583273885350319
1	1	0.545273885350318
1	1	0.414373885350318
1	2	0.506473885350319
1	1	0.502323885350319
1	1	0.619323885350319
1	2	0.637473885350319
1	2	0.618323885350319
1	2	0.497300201139792
1	2	0.634373885350318
1	2	0.462473885350318
1	2	0.532300201139792
1	2	0.753323885350318
1	2	0.720473885350319
1	1	0.424300201139792
1	2	0.514373885350318
1	2	0.536323885350319
1	1	0.649300201139792
1	2	0.652323885350319
1	2	0.483373885350318
1	2	0.507300201139792
1	1	0.733373885350318
1	1	0.586323885350319
1	1	0.564300201139792
1	1	0.519323885350319
1	2	0.666300201139792
1	1	0.534373885350318
1	1	0.637473885350319
1	2	0.633323885350319
1	2	0.489300201139792
1	1	0.536323885350319
1	2	0.486473885350319
1	1	0.514300201139792
1	1	0.702323885350319
1	1	0.621473885350319
1	1	0.718323885350319
1	1	0.406473885350318
1	2	0.360300201139792
1	1	0.506473885350319
1	2	0.684373885350319
1	1	0.700300201139792
1	2	0.396458095876634
1	2	0.851423885350319
1	2	0.487423885350318
1	1	0.581458095876634
1	1	0.545405464297687
1	1	0.510458095876634
1	2	0.778423885350318
1	2	0.605423885350319
1	2	0.644405464297687
1	1	0.530423885350318
1	2	0.563458095876634
1	1	0.579423885350318
1	2	0.530405464297687
1	2	0.545423885350318
1	1	0.508423885350319
1	1	0.471405464297687
1	2	0.662458095876634
1	2	0.401423885350318
1	2	0.538423885350318
1	1	0.562405464297687
1	1	0.545458095876634
1	1	0.682458095876634
1	1	0.438423885350318
1	2	0.738423885350318
1	1	0.613458095876634
1	1	0.527423885350318
1	2	0.619423885350319
1	1	0.578458095876634
1	1	0.662423885350318
1	2	0.553423885350319
1	1	0.395405464297687
1	2	0.528458095876634
1	1	0.497423885350319
1	1	0.646405464297687
1	2	0.728405464297687
1	1	0.508423885350318
1	2	0.645458095876634
1	1	0.603423885350319
1	2	0.430973885350318
1	1	0.459823885350319
1	1	0.491823885350319
1	1	0.530273885350318
1	2	0.456273885350318
1	2	0.444823885350319
1	1	0.764973885350319
1	1	0.90214230640295
1	1	0.676823885350319
1	1	0.508823885350319
1	2	0.895273885350319
1	2	0.50514230640295
1	1	0.598973885350318
1	2	0.55214230640295
1	2	1.52782388535032
1	2	0.613973885350318
1	2	0.549273885350319
1	2	0.50314230640295
1	2	0.649973885350318
1	1	0.530973885350319
1	2	0.713273885350319
1	1	0.474973885350318
1	1	0.513273885350318
1	2	0.57114230640295
1	2	0.596973885350318
1	2	0.611273885350318
1	1	0.560823885350319
1	1	0.698273885350318
1	2	0.42114230640295
1	2	0.576273885350318
1	2	0.341823885350319
1	1	0.380973885350318
1	1	0.515273885350318
1	2	0.60014230640295
1	2	0.46714230640295
1	1	0.466973885350318
1	1	0.71914230640295
1	1	0.437273885350318
1	1	0.50514230640295
2	1	0.484012025316456
2	1	0.443412025316459
2	2	0.539362025316454
2	2	0.553317288474351
2	2	0.484012025316456
2	2	0.576412025316456
2	1	0.42831728847435
2	1	0.448412025316456
2	1	0.443362025316456
2	1	0.430362025316456
2	1	0.407012025316455
2	2	0.389412025316456
2	1	0.382362025316456
2	1	0.46231728847435
2	1	0.551012025316455
2	2	0.419012025316455
2	1	0.525412025316456
2	2	0.481362025316456
2	2	0.378362025316456
2	2	0.650012025316455
2	1	0.589362025316456
2	1	0.48131728847435
2	2	0.482012025316455
2	2	0.507412025316456
2	2	0.720362025316456
2	2	0.550012025316455
2	2	0.466412025316456
2	2	0.438362025316456
2	2	0.45431728847435
2	1	0.482012025316455
2	1	0.541412025316456
2	2	0.523362025316456
2	2	0.51931728847435
2	2	0.482012025316455
2	1	0.493362025316456
2	1	0.588362025316456
2	1	0.540362025316456
2	2	0.48831728847435
2	1	0.531012025316455
2	2	0.496412025316456
2	2	0.420012025316455
2	1	0.452062025316456
2	2	0.418212025316456
2	1	0.503012025316456
2	2	0.407062025316456
2	2	0.401948867421719
2	1	0.679212025316456
2	1	0.441948867421719
2	1	0.391212025316456
2	2	0.513948867421719
2	2	0.520012025316455
2	2	0.438948867421719
2	2	0.425012025316455
2	2	0.557948867421719
2	1	0.452012025316455
2	1	0.535062025316456
2	1	0.509212025316456
2	2	0.555948867421719
2	2	0.520012025316455
2	1	0.470212025316456
2	2	0.438062025316456
2	1	0.474212025316456
2	2	0.370012025316455
2	1	0.453062025316456
2	1	0.561212025316456
2	2	0.468012025316455
2	1	0.751062025316456
2	2	0.515062025316456
2	2	0.555948867421719
2	1	0.524948867421719
2	1	0.484012025316455
2	1	0.450212025316456
2	1	0.571948867421719
2	1	0.502012025316456
2	1	0.396062025316456
2	2	0.476212025316456
2	2	0.656948867421719
2	1	0.463948867421719
2	2	0.552012025316455
2	2	0.460212025316456
2	1	0.432362025316456
2	1	0.486462025316456
2	1	0.460362025316456
2	2	0.546462025316456
2	2	0.509962025316456
2	2	0.421462025316456
2	1	0.384896235842771
2	2	0.429462025316456
2	2	0.495896235842771
2	1	0.510362025316456
2	2	0.455962025316456
2	2	0.484462025316456
2	2	0.512462025316456
2	2	0.445896235842771
2	1	0.451362025316456
2	2	0.478962025316456
2	2	0.488896235842771
2	2	0.575362025316456
2	2	0.561462025316456
2	2	0.561362025316456
2	2	0.493362025316456
2	1	0.706962025316456
2	1	0.447896235842771
2	1	0.450362025316456
2	2	0.612896235842772
2	2	0.506962025316456
2	1	0.483962025316456
2	1	0.562462025316456
2	1	0.591962025316456
2	2	0.575362025316456
2	1	0.473462025316456
2	1	0.412962025316456
2	1	0.449462025316456
2	2	0.381362025316456
2	2	0.427962025316456
2	1	0.437896235842771
2	1	0.424362025316456
2	1	0.453962025316456
2	2	0.432462025316456
2	1	0.487896235842771
2	1	0.443512025316456
2	1	0.472512025316456
2	1	0.484512025316456
2	2	0.448762025316456
2	2	0.46831728847435
2	2	0.515512025316456
2	2	0.450762025316456
2	1	0.50131728847435
2	2	0.52131728847435
2	2	0.430512025316456
2	1	0.509762025316456
2	1	0.492512025316456
2	2	0.445512025316456
2	2	0.42631728847435
2	1	0.470762025316456
2	1	0.417512025316456
2	2	0.494512025316456
2	2	0.57531728847435
2	1	0.46231728847435
2	2	0.477512025316456
2	1	0.418512025316456
2	1	0.574762025316456
2	2	0.54431728847435
2	2	0.491512025316456
2	1	0.395762025316456
2	2	0.543512025316456
2	1	0.452762025316456
2	2	0.38631728847435
2	1	0.546512025316456
2	1	0.503762025316456
2	2	0.44331728847435
2	1	0.625512025316456
2	2	0.492512025316456
2	2	0.515762025316456
2	2	0.460512025316456
2	1	0.421512025316456
2	1	0.557762025316456
2	1	0.489512025316456
2	1	0.518762025316456
2	2	0.52831728847435
6	2	0.803236708860761
6	1	0.696536708860765
6	2	0.455536708860759
6	2	0.48423670886076
6	1	0.463528814123919
6	2	0.468536708860758
6	1	0.628536708860762
6	1	0.563536708860762
6	1	0.421536708860759
6	2	0.36423670886076
6	2	0.611528814123917
6	1	0.495536708860762
6	2	0.54823670886076
6	1	0.513536708860762
6	1	0.48623670886076
6	2	0.547536708860762
6	2	0.38723670886076
6	2	0.578536708860762
6	1	0.534536708860759
6	2	0.40223670886076
6	2	0.489528814123917
6	1	0.399536708860759
6	2	0.561536708860762
6	2	0.67923670886076
6	1	0.535536708860759
6	2	0.51423670886076
6	1	0.61423670886076
6	1	0.785528814123917
6	2	0.618536708860759
6	2	0.58223670886076
6	1	0.466528814123917
6	1	0.463536708860762
6	2	0.50023670886076
6	2	0.462528814123917
6	2	0.380536708860762
6	2	0.59823670886076
6	1	0.479536708860762
6	1	0.438536708860759
6	1	0.562536708860762
6	2	0.551528814123917
6	2	0.478736708860758
6	2	0.597286708860759
6	1	0.61518670886076
6	2	0.463286708860759
6	1	0.59918670886076
6	1	0.543736708860758
6	2	0.419186708860759
6	1	0.593736708860758
6	2	0.478736708860758
6	2	0.43918670886076
6	2	0.648286708860759
6	1	0.949186708860759
6	2	0.493739340439707
6	1	0.572739340439707
6	1	0.447286708860759
6	2	0.555739340439707
6	2	0.561736708860758
6	2	0.483286708860759
6	2	0.45718670886076
6	2	0.488286708860759
6	2	0.407739340439707
6	1	0.509739340439707
6	2	0.66618670886076
6	1	0.518739340439707
6	2	0.698286708860759
6	1	0.45018670886076
6	1	0.556739340439707
6	1	0.493736708860758
6	2	0.511286708860759
6	1	0.476736708860758
6	1	0.600286708860759
6	2	0.395739340439707
6	2	0.443286708860759
6	1	0.44418670886076
6	1	0.560736708860758
6	2	0.531286708860759
6	1	0.38618670886076
6	1	0.561736708860758
6	1	0.466739340439707
6	2	0.845736708860758
6	2	0.43338670886076
6	1	0.556686708860759
6	2	0.39938670886076
6	2	0.48058670886076
6	2	0.524686708860759
6	1	0.47238670886076
6	1	0.579107761492339
6	2	0.508686708860759
6	2	0.55838670886076
6	1	0.52058670886076
6	2	0.378107761492338
6	1	0.70838670886076
6	1	0.52158670886076
6	1	0.624686708860759
6	1	0.49338670886076
6	2	0.417107761492338
6	1	0.524686708860759
6	2	0.740107761492338
6	1	0.57638670886076
6	1	0.772107761492338
6	1	0.443686708860759
6	1	0.40058670886076
6	2	0.462686708860759
6	1	0.56858670886076
6	2	0.573107761492338
6	2	0.399107761492338
6	2	0.486107761492338
6	2	0.54238670886076
6	2	0.44158670886076
6	2	0.544107761492338
6	1	0.541686708860759
6	2	0.70158670886076
6	1	0.723107761492338
6	1	0.435107761492339
6	2	0.38058670886076
6	1	0.52938670886076
6	1	0.465107761492338
6	2	0.38258670886076
6	2	0.438107761492339
6	1	0.51188670886076
6	1	0.55698670886076
6	1	0.67298670886076
6	1	0.49188670886076
6	2	0.55198670886076
6	1	0.47698670886076
6	1	0.57488670886076
6	1	0.53098670886076
6	1	0.56998670886076
6	1	0.60688670886076
6	2	0.49098670886076
6	1	0.60888670886076
6	2	0.41398670886076
6	2	0.48498670886076
6	1	0.47588670886076
6	2	0.423897235176549
6	2	0.44698670886076
6	1	0.55988670886076
6	2	0.42598670886076
6	1	0.46098670886076
6	1	0.55988670886076
6	2	0.50888670886076
6	2	0.56098670886076
6	2	0.47588670886076
6	2	0.47498670886076
6	2	0.479897235176549
6	2	0.55988670886076
6	1	0.634897235176549
6	1	0.54388670886076
6	1	0.46298670886076
6	1	0.54598670886076
6	2	0.449897235176549
6	2	0.55988670886076
6	2	0.49898670886076
6	2	0.45598670886076
6	1	0.57488670886076
6	2	0.60598670886076
6	1	0.668897235176549
6	2	0.44298670886076
6	2	0.42798670886076
9	1	0.454948734177219
9	1	0.568598734177219
9	2	0.366748734177215
9	1	0.36159873417722
9	2	0.447598734177215
9	1	0.704948734177215
9	1	0.500598734177215
9	1	0.503859260493005
9	2	0.416748734177215
9	2	0.475748734177215
9	1	0.751948734177215
9	1	0.634598734177215
9	1	0.537948734177215
9	2	0.483598734177215
9	2	0.660748734177215
9	1	0.540859260493004
9	1	0.445598734177215
9	1	0.509748734177215
9	2	0.476859260493004
9	2	0.576748734177215
9	1	0.507859260493004
9	1	0.457598734177215
9	2	0.471859260493004
9	2	0.584948734177215
9	1	0.700598734177215
9	2	0.431859260493004
9	2	0.351948734177215
9	2	0.432598734177215
9	2	0.450748734177215
9	1	0.398859260493005
9	1	0.429598734177215
9	1	0.455748734177215
9	2	0.353859260493004
9	1	0.437948734177215
9	2	0.374598734177215
9	1	0.464748734177215
9	2	0.436948734177215
9	1	0.534598734177215
9	1	0.448748734177215
9	1	0.442448734177215
9	1	0.515898734177215
9	1	0.501490839440373
9	1	0.548948734177215
9	2	0.696448734177215
9	1	0.615490839440373
9	2	0.429948734177215
9	1	0.578448734177215
9	2	0.545948734177215
9	1	0.459448734177215
9	2	0.456898734177215
9	2	0.460490839440373
9	2	0.474448734177215
9	2	0.565948734177215
9	1	0.449490839440373
9	2	0.430448734177215
9	2	0.456490839440373
9	1	0.511448734177215
9	2	0.447490839440373
9	2	0.409948734177215
9	1	0.416448734177215
9	1	0.456490839440373
9	2	0.506448734177215
9	2	0.415898734177215
9	1	0.489490839440373
9	2	0.469898734177215
9	1	0.514948734177215
9	2	0.382448734177215
9	1	0.580948734177215
9	2	0.418490839440373
9	1	0.401898734177215
9	2	0.386490839440373
9	2	0.454448734177215
9	1	0.546898734177215
9	1	0.531490839440373
9	1	0.412948734177215
9	1	0.465448734177215
9	1	0.423898734177215
9	2	0.563948734177215
9	2	0.488490839440373
9	2	0.355998734177215
9	1	0.458998734177215
9	1	0.458898734177215
9	1	0.633701365756162
9	1	0.493998734177215
9	2	0.598898734177215
9	1	0.425701365756162
9	1	0.694998734177215
9	2	0.431598734177215
9	1	0.412701365756162
9	1	0.408998734177215
9	1	0.402898734177215
9	1	0.495701365756163
9	2	0.642998734177215
9	2	0.458598734177215
9	1	0.423898734177215
9	2	0.459998734177215
9	1	0.457701365756162
9	2	0.439598734177215
9	2	0.421898734177215
9	1	0.523598734177215
9	1	0.474998734177215
9	1	0.493598734177215
9	2	0.401898734177215
9	2	0.460701365756162
9	2	0.492998734177215
